service1,service2,static_distance,semantic_distance
Application Service 13,Application Service 7,0.0,0.7477885934205157
Application Service 13,Application Service 8,0.0,0.7651219318742181
Application Service 13,Application Service 9,0.0,0.9352030279036514
Application Service 13,Entity Service 1,0.0,0.8878202322779032
Application Service 13,Entity Service 10,0.0,0.8592246514204017
Application Service 13,Entity Service 11,0.0,0.657083196132536
Application Service 13,Entity Service 12,0.0,0.8781377696776583
Application Service 13,Entity Service 13,0.0,0.9548952446227256
Application Service 13,Entity Service 14,0.0,0.9354515993451629
Application Service 13,Entity Service 15,0.0,0.8633695321882262
Application Service 13,Entity Service 16,0.0,0.8597081666454194
Application Service 13,Entity Service 17,0.0,0.8814261508101425
Application Service 13,Entity Service 18,0.0,0.7618644538657429
Application Service 13,Entity Service 19,0.0,0.8366150428226146
Application Service 13,Entity Service 2,0.0,0.6129549638079095
Application Service 13,Entity Service 20,0.0,0.8984293668898818
Application Service 13,Entity Service 21,0.0,0.9255022095721157
Application Service 13,Entity Service 22,0.0,0.8862796994725938
Application Service 13,Entity Service 23,0.0,0.8163777518908563
Application Service 13,Entity Service 24,0.0,0.9203375645125244
Application Service 13,Entity Service 25,0.0,0.8671720847203658
Application Service 13,Entity Service 26,0.0,0.9044266776759676
Application Service 13,Entity Service 27,0.0,0.9522805525153769
Application Service 13,Entity Service 28,0.0,0.8930150287199186
Application Service 13,Entity Service 29,0.16129032258064516,0.8787641247399586
Application Service 13,Entity Service 3,0.0,0.9105706219244576
Application Service 13,Entity Service 30,0.0,0.9128455736989739
Application Service 13,Entity Service 31,0.0,0.8362158455670087
Application Service 13,Entity Service 32,0.0,0.8484062813898943
Application Service 13,Entity Service 33,0.0,0.5906779576194076
Application Service 13,Entity Service 34,0.0,0.8322333345457799
Application Service 13,Entity Service 35,0.0,0.6811883399937172
Application Service 13,Entity Service 4,0.0,0.6461670022570899
Application Service 13,Entity Service 5,0.0,0.9251074979263652
Application Service 13,Entity Service 6,0.0,0.8080534548645739
Application Service 13,Entity Service 7,0.0,0.8666319349333299
Application Service 13,Entity Service 8,0.0,0.6406891948878948
Application Service 13,Entity Service 9,0.0,0.83371392867326
Application Service 13,Utility Service 1,0.0,0.8337170765295837
Application Service 13,Utility Service 10,0.0,0.8982782303416609
Application Service 13,Utility Service 11,0.0,0.8612148977564205
Application Service 13,Utility Service 12,0.0,0.8731714476254007
Application Service 13,Utility Service 13,0.0,0.8781420548716655
Application Service 13,Utility Service 2,0.0,0.7720056667068718
Application Service 13,Utility Service 3,0.0,0.8830667090101809
Application Service 13,Utility Service 4,0.0,0.8809885141691782
Application Service 13,Utility Service 5,0.0,0.8716728170370158
Application Service 13,Utility Service 6,0.0,0.8203129128946699
Application Service 13,Utility Service 7,0.0,0.8942682009939464
Application Service 13,Utility Service 8,0.0,0.7974794525259461
Application Service 13,Utility Service 9,0.0,0.8385401005914346
Application Service 14,Application Service 1,0.0,0.7756285491032623
Application Service 14,Application Service 10,0.0,0.8493918237228104
Application Service 14,Application Service 11,0.0,0.0
Application Service 14,Application Service 12,0.0,0.72662889699572
Application Service 14,Application Service 13,0.0,0.8291520985715048
Application Service 14,Application Service 15,0.0,0.8134930774345301
Application Service 14,Application Service 16,0.0,0.8634171100855061
Application Service 14,Application Service 17,0.0,0.7867586397449056
Application Service 14,Application Service 18,0.0,0.7733560098036617
Application Service 14,Application Service 19,0.0,0.8804037154612732
Application Service 14,Application Service 2,0.0,0.894225890241661
Application Service 14,Application Service 3,0.0,0.8314829919109895
Application Service 14,Application Service 4,0.0,0.7059421591229217
Application Service 14,Application Service 5,0.0,0.8740095548623855
Application Service 14,Application Service 6,0.0,0.9260123015634697
Application Service 14,Application Service 7,0.0,0.8453610476907603
Application Service 14,Application Service 8,0.0,0.6595534590292921
Application Service 14,Application Service 9,0.0,0.8534265701245551
Application Service 14,Entity Service 1,0.0,0.7315822459556023
Application Service 14,Entity Service 10,0.0,0.7466866187056758
Application Service 14,Entity Service 11,0.0,0.7606556179968184
Application Service 14,Entity Service 12,0.0,0.7354576666786414
Application Service 14,Entity Service 13,0.0,0.8220796110820235
Application Service 14,Entity Service 14,0.0,0.8061174806681025
Application Service 14,Entity Service 15,0.0,0.7761905747560993
Application Service 14,Entity Service 16,0.0,0.8210251743608855
Application Service 14,Entity Service 17,0.0,0.9152119523772503
Application Service 14,Entity Service 18,0.0,0.6158904205788055
Application Service 14,Entity Service 19,0.0,0.6988484581649876
Application Service 14,Entity Service 2,0.0,0.6674339092271271
Application Service 14,Entity Service 20,0.0,0.756048495912049
Application Service 14,Entity Service 21,0.0,0.7835757736153489
Application Service 14,Entity Service 22,0.0,0.7287682595945453
Application Service 14,Entity Service 23,0.0,0.8296467232214257
Application Service 14,Entity Service 24,0.0,0.7836236084465471
Application Service 14,Entity Service 25,0.0,0.6497004628814091
Application Service 14,Entity Service 26,0.0,0.8076064140471324
Application Service 14,Entity Service 27,0.0,0.7564389614509586
Application Service 14,Entity Service 28,0.0,0.7654120994829525
Application Service 14,Entity Service 29,0.0,0.7258080346384238
Application Service 14,Entity Service 3,0.0,0.73851840144072
Application Service 14,Entity Service 30,0.0,0.8319423557592154
Application Service 14,Entity Service 31,0.0,0.6665321602603171
Application Service 14,Entity Service 32,0.0,0.7007636958053417
Application Service 14,Entity Service 33,0.0,0.64766897786107
Application Service 14,Entity Service 34,0.0,0.848415504098091
Application Service 14,Entity Service 35,0.0,0.5722337806052801
Application Service 14,Entity Service 4,0.0,0.6669685227903537
Application Service 14,Entity Service 5,0.0,0.8485288698739444
Application Service 14,Entity Service 6,0.0,0.8056561488225427
Application Service 14,Entity Service 7,0.0,0.6772163894425924
Application Service 14,Entity Service 8,0.0,0.6724174758289776
Application Service 14,Entity Service 9,0.0,0.7378499775178187
Application Service 14,Utility Service 1,0.0,0.7681938696035128
Application Service 14,Utility Service 10,0.0,0.8154209128461597
Application Service 14,Utility Service 11,0.0,0.7595284312573813
Application Service 14,Utility Service 12,0.0,0.844198519400271
Application Service 14,Utility Service 13,0.0,0.8263562134317591
Application Service 14,Utility Service 2,0.0,0.773893687330465
Application Service 14,Utility Service 3,0.0,0.7791365469606456
Application Service 14,Utility Service 4,0.0,0.7435997073467304
Application Service 14,Utility Service 5,0.0,0.7604779127427481
Application Service 14,Utility Service 6,0.0,0.7442724253921357
Application Service 14,Utility Service 7,0.0,0.6859510050227156
Application Service 14,Utility Service 8,0.0,0.8311331778029233
Application Service 14,Utility Service 9,0.0,0.8268691223087867
Application Service 15,Application Service 1,0.0,0.7737265181125347
Application Service 15,Application Service 10,0.0,0.7031350220307206
Application Service 15,Application Service 11,0.0,0.0
Application Service 15,Application Service 12,0.0,0.8366790969426936
Application Service 15,Application Service 13,0.0,0.9224205949314324
Application Service 15,Application Service 14,0.0,0.8134930774345301
Application Service 15,Application Service 16,0.0,0.9122144020878027
Application Service 15,Application Service 17,0.0,0.8037404557276674
Application Service 15,Application Service 18,0.0,0.7708382206044698
Application Service 15,Application Service 19,0.0,0.7748907498652825
Application Service 15,Application Service 2,0.0,0.9519533058830877
Application Service 15,Application Service 3,0.0,0.8861690860330339
Application Service 15,Application Service 4,0.0,0.7143107067735445
Application Service 15,Application Service 5,0.0,0.9013963893587276
Application Service 15,Application Service 6,0.0,0.8012041989850021
Application Service 15,Application Service 7,0.0,0.7901419564035795
Application Service 15,Application Service 8,0.0,0.5642038050406205
Application Service 15,Application Service 9,0.0,0.9043127971778971
Application Service 15,Entity Service 1,0.06451612903225806,0.7944690433884807
Application Service 15,Entity Service 10,0.0,0.8174443396816038
Application Service 15,Entity Service 11,0.0,0.7264749746811165
Application Service 15,Entity Service 12,0.0,0.7847405865857788
Application Service 15,Entity Service 13,0.0,0.9088139122111876
Application Service 15,Entity Service 14,0.0,0.8349402915700977
Application Service 15,Entity Service 15,0.0,0.7870853290533887
Application Service 15,Entity Service 16,0.0,0.8244329239624492
Application Service 15,Entity Service 17,0.0,0.8412039754391264
Application Service 15,Entity Service 18,0.0,0.5850812169960687
Application Service 15,Entity Service 19,0.0,0.7496846802170886
Application Service 15,Entity Service 2,0.0,0.7240790547253316
Application Service 15,Entity Service 20,0.0,0.8138994731536926
Application Service 15,Entity Service 21,0.0,0.8288959008021934
Application Service 15,Entity Service 22,0.0,0.7656148237878991
Application Service 15,Entity Service 23,0.0,0.6881049868781385
Application Service 15,Entity Service 24,0.0,0.8251106187162196
Application Service 15,Entity Service 25,0.0,0.7179041160053636
Application Service 15,Entity Service 26,0.0,0.8251249822697294
Application Service 15,Entity Service 27,0.0,0.8735092579924172
Application Service 15,Entity Service 28,0.0,0.8177210969550534
Application Service 15,Entity Service 29,0.0,0.7838108846246816
Application Service 15,Entity Service 3,0.0,0.8203948244054098
Application Service 15,Entity Service 30,0.0,0.9536755290937798
Application Service 15,Entity Service 31,0.0,0.682424702131599
Application Service 15,Entity Service 32,0.0,0.7939975675754474
Application Service 15,Entity Service 33,0.0,0.681446092110583
Application Service 15,Entity Service 34,0.0,0.7724516165831083
Application Service 15,Entity Service 35,0.0,0.5575884287577846
Application Service 15,Entity Service 4,0.0,0.710853724097413
Application Service 15,Entity Service 5,0.0,0.8387381142444866
Application Service 15,Entity Service 6,0.0,0.8224238130868783
Application Service 15,Entity Service 7,0.0,0.7419081120430459
Application Service 15,Entity Service 8,0.0,0.7096796082186648
Application Service 15,Entity Service 9,0.0,0.8885172438657392
Application Service 15,Utility Service 1,0.0,0.7850310567679266
Application Service 15,Utility Service 10,0.0,0.8204060634369188
Application Service 15,Utility Service 11,0.0,0.8557230563176006
Application Service 15,Utility Service 12,0.0,0.7938805661717978
